plate,selDeptName,selStationName,location
EAE-2139,新竹區,新竹市監理站,新竹市自由路10號
EAE-2150,新竹區,新竹市監理站,新竹市自由路10號
EAE-2151,新竹區,新竹市監理站,新竹市自由路10號
EAE-2153,新竹區,新竹市監理站,新竹市自由路10號
EAE-2156,新竹區,新竹市監理站,新竹市自由路10號
EAE-2157,新竹區,新竹市監理站,新竹市自由路10號
EAE-2159,新竹區,新竹市監理站,新竹市自由路10號
EAE-2160,新竹區,新竹市監理站,新竹市自由路10號
EAE-2161,新竹區,新竹市監理站,新竹市自由路10號
EAE-2162,新竹區,新竹市監理站,新竹市自由路10號
EAE-2165,新竹區,新竹市監理站,新竹市自由路10號
EAE-2169,新竹區,新竹市監理站,新竹市自由路10號
EAE-2170,新竹區,新竹市監理站,新竹市自由路10號
EAE-2171,新竹區,新竹市監理站,新竹市自由路10號
EAE-2172,新竹區,新竹市監理站,新竹市自由路10號
EAE-2173,新竹區,新竹市監理站,新竹市自由路10號
EAE-2175,新竹區,新竹市監理站,新竹市自由路10號
EAE-2179,新竹區,新竹市監理站,新竹市自由路10號
EAE-2180,新竹區,新竹市監理站,新竹市自由路10號
EAE-2181,新竹區,新竹市監理站,新竹市自由路10號
EAE-2182,新竹區,新竹市監理站,新竹市自由路10號
EAE-2183,新竹區,新竹市監理站,新竹市自由路10號
EAE-2185,新竹區,新竹市監理站,新竹市自由路10號
EAE-2186,新竹區,新竹市監理站,新竹市自由路10號
EAE-2187,新竹區,新竹市監理站,新竹市自由路10號
EAE-2191,新竹區,新竹市監理站,新竹市自由路10號
EAE-2192,新竹區,新竹市監理站,新竹市自由路10號
EAE-2193,新竹區,新竹市監理站,新竹市自由路10號
EAE-2195,新竹區,新竹市監理站,新竹市自由路10號
EAE-2197,新竹區,新竹市監理站,新竹市自由路10號
EAE-2753,新竹區,新竹市監理站,新竹市自由路10號
EAE-2761,新竹區,新竹市監理站,新竹市自由路10號
EAE-2763,新竹區,新竹市監理站,新竹市自由路10號
EAE-2792,新竹區,新竹市監理站,新竹市自由路10號
EAE-2807,新竹區,新竹市監理站,新竹市自由路10號
EAE-2853,新竹區,新竹市監理站,新竹市自由路10號
EAE-2861,新竹區,新竹市監理站,新竹市自由路10號
EAE-2871,新竹區,新竹市監理站,新竹市自由路10號
EAE-2873,新竹區,新竹市監理站,新竹市自由路10號
EAE-2901,新竹區,新竹市監理站,新竹市自由路10號
EAE-2902,新竹區,新竹市監理站,新竹市自由路10號
EAE-2905,新竹區,新竹市監理站,新竹市自由路10號
EAE-2906,新竹區,新竹市監理站,新竹市自由路10號
EAE-2907,新竹區,新竹市監理站,新竹市自由路10號
EAE-2915,新竹區,新竹市監理站,新竹市自由路10號
EAE-2921,新竹區,新竹市監理站,新竹市自由路10號
EAE-2932,新竹區,新竹市監理站,新竹市自由路10號
EAE-2935,新竹區,新竹市監理站,新竹市自由路10號
EAE-2937,新竹區,新竹市監理站,新竹市自由路10號
EAE-2950,新竹區,新竹市監理站,新竹市自由路10號
EAE-2951,新竹區,新竹市監理站,新竹市自由路10號
EAE-2952,新竹區,新竹市監理站,新竹市自由路10號
EAE-2953,新竹區,新竹市監理站,新竹市自由路10號
EAE-2961,新竹區,新竹市監理站,新竹市自由路10號
EAE-2963,新竹區,新竹市監理站,新竹市自由路10號
EAE-2972,新竹區,新竹市監理站,新竹市自由路10號
EAE-2973,新竹區,新竹市監理站,新竹市自由路10號
EAE-2975,新竹區,新竹市監理站,新竹市自由路10號
EAE-2981,新竹區,新竹市監理站,新竹市自由路10號
EAE-3051,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3061,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3062,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3071,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3073,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3075,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3081,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3087,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3091,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3172,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3173,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3230,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3251,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3271,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3273,新竹區,中壢監理站,桃園市中壢區延平路394號
EAE-3532,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
EAE-3552,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
EAE-3560,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
EAE-3561,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
EAE-3562,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
EAE-5021,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5031,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5032,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5035,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5036,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5037,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5061,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5062,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5063,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5065,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5071,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5072,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5073,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5075,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5076,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5082,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5083,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5091,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5092,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5093,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5095,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5096,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5097,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5101,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5102,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
EAE-5702,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5703,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5706,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5710,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5712,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5713,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5715,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5716,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5717,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-5718,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
EAE-6132,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6137,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6150,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6151,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6152,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6153,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6159,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6171,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6172,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6178,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6182,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6187,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6190,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6192,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6193,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6195,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6201,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6203,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6207,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6209,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6210,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6213,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6215,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6216,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6217,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6221,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6223,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6225,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6230,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6231,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6232,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6235,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6237,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6239,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6251,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6252,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6253,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6255,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6256,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6257,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6265,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6270,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6271,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6272,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6273,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6275,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6276,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6277,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6278,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-6279,嘉義區,台南監理站,臺南市東區崇德路1號
EAE-7531,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7532,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7537,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7539,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7560,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7561,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7562,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7563,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7571,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7573,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7582,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7590,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7592,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7593,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7605,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7607,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7610,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7612,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7615,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7616,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7617,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7618,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7620,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7621,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7622,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7623,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7625,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7629,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7630,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
EAE-7631,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
