,plate,selDeptName,selStationName,location
472,EAE-3071,新竹區,中壢監理站,桃園市中壢區延平路394號
473,EAE-3073,新竹區,中壢監理站,桃園市中壢區延平路394號
474,EAE-3075,新竹區,中壢監理站,桃園市中壢區延平路394號
475,EAE-3081,新竹區,中壢監理站,桃園市中壢區延平路394號
476,EAE-3087,新竹區,中壢監理站,桃園市中壢區延平路394號
477,EAE-3091,新竹區,中壢監理站,桃園市中壢區延平路394號
478,EAE-3172,新竹區,中壢監理站,桃園市中壢區延平路394號
479,EAE-3173,新竹區,中壢監理站,桃園市中壢區延平路394號
480,EAE-3230,新竹區,中壢監理站,桃園市中壢區延平路394號
481,EAE-3251,新竹區,中壢監理站,桃園市中壢區延平路394號
482,EAE-3271,新竹區,中壢監理站,桃園市中壢區延平路394號
483,EAE-3273,新竹區,中壢監理站,桃園市中壢區延平路394號
484,EAE-3532,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
485,EAE-3537,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
486,EAE-3552,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
487,EAE-3559,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
488,EAE-3560,新竹區,苗栗監理站,苗栗縣苗栗市福麗里福麗98號
675,EAE-5021,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
676,EAE-5031,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
677,EAE-5032,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
678,EAE-5035,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
679,EAE-5036,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
680,EAE-5037,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
681,EAE-5061,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
682,EAE-5062,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
683,EAE-5063,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
684,EAE-5065,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
685,EAE-5071,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
686,EAE-5072,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
687,EAE-5073,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
688,EAE-5075,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
689,EAE-5076,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
690,EAE-5082,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
691,EAE-5083,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
692,EAE-5091,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
693,EAE-5092,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
694,EAE-5093,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
695,EAE-5095,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
696,EAE-5096,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
697,EAE-5097,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
698,EAE-5100,嘉義區,麻豆監理站,臺南市麻豆區新生北路551號
564,EAE-5701,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
565,EAE-5702,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
566,EAE-5703,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
567,EAE-5705,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
568,EAE-5706,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
569,EAE-5709,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
570,EAE-5710,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
571,EAE-5712,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
572,EAE-5713,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
573,EAE-5715,嘉義區,雲林監理站,雲林縣斗六市雲林路二段411號
584,EAE-6103,嘉義區,台南監理站,臺南市東區崇德路1號
585,EAE-6105,嘉義區,台南監理站,臺南市東區崇德路1號
586,EAE-6107,嘉義區,台南監理站,臺南市東區崇德路1號
587,EAE-6113,嘉義區,台南監理站,臺南市東區崇德路1號
588,EAE-6125,嘉義區,台南監理站,臺南市東區崇德路1號
589,EAE-6130,嘉義區,台南監理站,臺南市東區崇德路1號
590,EAE-6132,嘉義區,台南監理站,臺南市東區崇德路1號
591,EAE-6137,嘉義區,台南監理站,臺南市東區崇德路1號
592,EAE-6150,嘉義區,台南監理站,臺南市東區崇德路1號
593,EAE-6151,嘉義區,台南監理站,臺南市東區崇德路1號
594,EAE-6152,嘉義區,台南監理站,臺南市東區崇德路1號
595,EAE-6153,嘉義區,台南監理站,臺南市東區崇德路1號
596,EAE-6159,嘉義區,台南監理站,臺南市東區崇德路1號
597,EAE-6171,嘉義區,台南監理站,臺南市東區崇德路1號
598,EAE-6172,嘉義區,台南監理站,臺南市東區崇德路1號
599,EAE-6178,嘉義區,台南監理站,臺南市東區崇德路1號
600,EAE-6182,嘉義區,台南監理站,臺南市東區崇德路1號
601,EAE-6187,嘉義區,台南監理站,臺南市東區崇德路1號
602,EAE-6190,嘉義區,台南監理站,臺南市東區崇德路1號
603,EAE-6192,嘉義區,台南監理站,臺南市東區崇德路1號
604,EAE-6193,嘉義區,台南監理站,臺南市東區崇德路1號
605,EAE-6195,嘉義區,台南監理站,臺南市東區崇德路1號
606,EAE-6196,嘉義區,台南監理站,臺南市東區崇德路1號
607,EAE-6197,嘉義區,台南監理站,臺南市東區崇德路1號
608,EAE-6201,嘉義區,台南監理站,臺南市東區崇德路1號
609,EAE-6203,嘉義區,台南監理站,臺南市東區崇德路1號
610,EAE-6207,嘉義區,台南監理站,臺南市東區崇德路1號
611,EAE-6208,嘉義區,台南監理站,臺南市東區崇德路1號
612,EAE-6209,嘉義區,台南監理站,臺南市東區崇德路1號
613,EAE-6210,嘉義區,台南監理站,臺南市東區崇德路1號
614,EAE-6211,嘉義區,台南監理站,臺南市東區崇德路1號
615,EAE-6212,嘉義區,台南監理站,臺南市東區崇德路1號
616,EAE-6213,嘉義區,台南監理站,臺南市東區崇德路1號
617,EAE-6215,嘉義區,台南監理站,臺南市東區崇德路1號
618,EAE-6216,嘉義區,台南監理站,臺南市東區崇德路1號
619,EAE-6217,嘉義區,台南監理站,臺南市東區崇德路1號
620,EAE-6218,嘉義區,台南監理站,臺南市東區崇德路1號
621,EAE-6221,嘉義區,台南監理站,臺南市東區崇德路1號
622,EAE-6223,嘉義區,台南監理站,臺南市東區崇德路1號
623,EAE-6225,嘉義區,台南監理站,臺南市東區崇德路1號
624,EAE-6227,嘉義區,台南監理站,臺南市東區崇德路1號
625,EAE-6228,嘉義區,台南監理站,臺南市東區崇德路1號
626,EAE-6229,嘉義區,台南監理站,臺南市東區崇德路1號
627,EAE-6230,嘉義區,台南監理站,臺南市東區崇德路1號
628,EAE-6231,嘉義區,台南監理站,臺南市東區崇德路1號
629,EAE-6232,嘉義區,台南監理站,臺南市東區崇德路1號
630,EAE-6233,嘉義區,台南監理站,臺南市東區崇德路1號
631,EAE-6235,嘉義區,台南監理站,臺南市東區崇德路1號
632,EAE-6236,嘉義區,台南監理站,臺南市東區崇德路1號
633,EAE-6237,嘉義區,台南監理站,臺南市東區崇德路1號
179,EAE-7531,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
180,EAE-7532,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
181,EAE-7537,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
182,EAE-7539,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
183,EAE-7560,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
184,EAE-7561,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
185,EAE-7562,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
186,EAE-7563,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
187,EAE-7571,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
188,EAE-7573,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
189,EAE-7582,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
190,EAE-7590,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
191,EAE-7592,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
192,EAE-7593,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
193,EAE-7605,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
194,EAE-7607,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
195,EAE-7610,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
196,EAE-7612,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
197,EAE-7615,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
198,EAE-7616,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
199,EAE-7617,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
200,EAE-7618,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
201,EAE-7619,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
202,EAE-7620,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
203,EAE-7621,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
204,EAE-7622,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
205,EAE-7623,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
206,EAE-7625,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
207,EAE-7626,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
208,EAE-7627,高雄市,高雄市區監理所,高雄市楠梓區德民路71號
